symbol,risk,3mAvgVol,4wpct,52wHigh,52wLow,52wpct,beta,bps,divYield,eps,inddy,indpb,indpe,marketCap,mrktCapRank,pb,pe,roe,nShareholders,lastPrice,ttmPe,marketCapLabel,12mVol,mrktCapf,apef,pbr,etfLiq,etfLiqLabel
RELIANCE,1.5337236810716628,13853208.406779662,17.882619974059676,1608.8,1114.85,2.178412319781119,0.979687949957112,684.1377004845147,0.37763556218370053,51.47,1.2797998781276507,1.696468661844831,17.497917519576372,1970869.31441576,1,2.1288559739549013,28.297572283708938,7.935513763564524,4765728,1456.4,28.297572283708938,Largecap,24.1354827921545,1970869.31441576,28.297572283708938,2.1288559739549013,0.005574711863016509,High
HDFCBANK,1.3612014127380874,12279692.06779661,2.9602811202214836,1978.9,1435.5,32.491011813045716,1.01026820347313,618.3811695323052,1.1280478328946355,92.81,1.0422009442791507,2.604405423124672,16.66481113645928,1481604.14558955,2,3.153834567810926,20.92890317216292,16.85673681150032,3829146,1934.7,20.9289031721629,Largecap,21.838886013170484,1481604.14558955,20.92890317216292,3.153834567810926,0.004471604961738095,High
INFY,1.679943447196613,8542184.101694915,14.559659090909092,1999.6,1307.0,9.395534454880117,0.94600839397984,232.17208519368248,2.7041603085926074,64.49643854574092,2.5007127095235755,8.12556763470817,29.19226514425194,658892.60757892,7,6.8489819192636405,24.66561627593007,28.931464714291902,2546234,1589.9,24.66561627593007,Largecap,26.482679774093448,658892.60757892,24.66561627593007,6.8489819192636405,0.007455455656180495,High
ICICIBANK,1.3609036082279649,12446146.051724138,7.315629854279152,1456.5,1051.05,28.270191415056807,1.08128479807234,384.5188297800514,0.7455031583600386,72.41,1.0422009442791507,2.604405423124672,16.66481113645928,1036194.3901342,5,3.837298514385648,20.36604018382209,18.019082409233544,1902503,1450.8,20.3433012541609,Largecap,21.791928822581276,1036194.3901342,20.36604018382209,3.837298514385648,0.006006929721858808,High
HDFC,1.3612014127380874,12279692.06779661,2.9602811202214836,1978.9,1435.5,32.491011813045716,1.01026820347313,618.3811695323052,1.1280478328946355,92.81,1.0422009442791507,2.604405423124672,16.66481113645928,1481604.14558955,2,3.153834567810926,20.92890317216292,16.85673681150032,3829146,1934.7,20.9289031721629,Largecap,21.838886013170484,1481604.14558955,20.92890317216292,3.153834567810926,0.004471604961738095,High
